name,task,channel,avg,slope,variance,skewness,kurtosis,max,min,sum
name_3,A,14,0.002218263,6.40E-06,1.60E-06,0.386865383,2.249380876,0.004672837,-0.000283051,1.126877803
name_3,A,15,0.000441113,3.77E-06,2.31E-06,0.231569965,1.632949623,0.003087679,-0.001888431,0.224085446
name_3,C,1,0.00386269,2.00E-05,4.47E-05,1.726088553,5.325156869,0.025034303,-0.002750087,1.962246303
name_3,C,2,0.006070137,1.27E-05,6.76E-06,-0.588051398,3.0207256,0.01053606,-0.000529106,3.083629841
name_3,C,3,0.00332096,7.71E-06,2.10E-06,-0.599388903,2.790247492,0.005751922,-0.000473665,1.687047731
name_3,C,4,0.002709079,5.15E-06,1.19E-06,-0.602894013,3.438281919,0.004908409,-0.000259461,1.376212376
name_3,C,5,0.002498724,4.71E-06,1.03E-06,-0.947441276,3.531060412,0.004212259,-0.000170277,1.269351777
name_3,C,6,0.002251138,2.63E-06,7.29E-07,-1.145476546,3.515056571,0.003308138,-0.000147779,1.143578207
name_3,C,7,0.002794586,4.91E-06,1.06E-06,-0.80183662,3.909316103,0.004742829,-0.00026537,1.419649697
name_3,C,8,0.002142985,5.24E-06,8.10E-07,-0.530484243,2.952341882,0.003824127,-0.000110731,1.08863647
name_3,C,9,0.001226751,2.37E-06,2.73E-07,-0.133963081,2.768946063,0.002318819,-0.000216625,0.623189689
name_3,C,10,0.002784773,4.63E-06,1.01E-06,-0.520138839,4.32236975,0.005005981,-0.000288888,1.414664511
name_3,C,11,0.002911196,6.49E-06,1.40E-06,-0.449742876,3.378690407,0.005344946,-0.000182686,1.478887786
name_3,C,12,0.001904749,5.21E-06,1.02E-06,-0.352825439,2.106134894,0.003480823,-0.000259483,0.96761251
name_3,C,13,0.00272998,4.21E-06,1.09E-06,-0.642273833,3.593090824,0.004837536,-0.000351877,1.386829987
name_3,C,14,0.001719786,3.27E-06,8.32E-07,-0.630998083,2.186723465,0.002971358,-0.000128691,0.873651357
name_3,C,15,0.003751719,1.08E-05,4.28E-06,-0.344615266,2.781171302,0.007910146,-0.00047648,1.905873402
name_4,B,1,0.003656753,5.12E-06,2.69E-06,-1.044338102,3.062045733,0.005415668,-0.000114671,1.857630695
name_4,B,2,0.00051136,3.51E-06,1.87E-06,-0.942422746,3.701429902,0.002381974,-0.003224542,0.259770866
name_4,B,3,-0.002122736,-6.26E-06,1.06E-06,0.750336163,2.011483055,0.000118499,-0.00328712,-1.078349686
name_4,B,4,-0.001295368,-2.74E-06,1.63E-06,-0.652827959,3.065174877,0.000788356,-0.004419751,-0.65804687
name_4,B,5,-0.001004069,-5.96E-06,1.23E-06,0.989934568,2.681728353,0.001669932,-0.002296881,-0.510067146
name_4,B,6,0.000296456,2.31E-06,3.48E-07,-0.943961395,2.882979695,0.000971455,-0.001114501,0.150599849
name_4,B,7,-0.000491355,-5.10E-06,8.29E-07,0.499729658,2.864212141,0.001725734,-0.002423784,-0.249608369
